-1.157591759589058800e+00,7.489319323341628198e+00
-4.765439878555707942e+00,5.940994659462822902e+00
-2.284710353218701862e+00,6.829306312226455233e+00
-1.037315682671404060e+00,7.307784540394855810e+00
1.612499629562094361e+00,6.593661766834583382e+00
-3.209312375578064813e+00,6.504710299281217800e+00
1.408281407120771211e+00,7.090060440769762273e+00
-7.266763325404382634e+00,2.570564243462329923e+00
-6.876855360604675838e+00,7.884678589338900423e-01
2.825233948930942152e+00,7.367469478400425764e+00
-6.543897769077268833e+00,5.019403060622018131e+00
-5.860622947481257672e-01,6.438388991045673748e+00
-1.636293486316650725e+00,7.537566466298296852e+00
-7.625293380009219746e+00,1.815561140112484484e+00
7.003196946207941309e+00,1.589350915112291096e+00
7.029539421252246179e+00,1.973700367636808339e+00
7.418569283535202175e+00,4.718471844366370904e-01
-6.357988602868545946e+00,3.689812892579302783e+00
-5.632591930226044319e+00,4.714889514448758590e+00
-6.114180541699377081e+00,2.645565146757500763e+00
-8.057952240159661272e+00,5.420880371103420359e-01
-6.491827545867783655e+00,4.742858698196300793e+00
8.563123581437778187e-01,7.041440730120251068e+00
-5.221063124831951896e+00,4.304639063300653490e+00
7.230941567841608020e+00,2.817684823968823693e+00
-3.069146144186256642e+00,6.526470341507268458e+00
6.816085757551717528e+00,3.295551751338563040e+00
-7.229716674713402291e+00,1.269537842792356708e+00
-5.380993017542998746e-01,7.827294950079233260e+00
2.078748384162783402e+00,7.567039898527914588e+00
4.810790901617147952e+00,5.272184884025700846e+00
-5.166425812562223108e+00,4.434099527085451520e+00
9.212322052032800856e-01,6.644976804814492155e+00
-1.665153025061617997e+00,7.625500081505606431e+00
6.893542534296528856e+00,4.073984268122083363e-01
-2.617525463824904808e+00,6.757340711643465170e+00
-2.484097168850996962e+00,6.759867127055157354e+00
-2.684199305994177109e+00,6.975063454466780222e+00
-6.430129686891126184e+00,1.148315521773033865e+00
-4.105879334364345823e+00,6.388779516249200263e+00
3.315729434007580689e+00,7.018100629830398063e+00
1.482680903435550146e+00,7.397078991587951791e+00
-4.272684785602822721e+00,5.973833023116561058e+00
7.413988054532467231e+00,1.419737325128510586e+00
-3.851857226574063819e+00,6.666772307112514007e+00
-3.122667397171693171e+00,5.256074609600634773e+00
6.692649655863539770e+00,5.204246452190893102e+00
7.072433015116303068e+00,3.032232571382642128e+00
3.930505249535726886e+00,6.001205991720540034e+00
3.032855379354809422e+00,6.645137249854530026e+00
-1.694600773404986382e+00,7.559255041640618344e+00
1.426585319738918667e+00,7.303933516531519565e+00
-6.480332814377809392e+00,2.367972940285172356e-01
8.097543770723753198e+00,2.688682583545097149e+00
5.898555350094286887e+00,4.542140977761022214e+00
7.003357467827767913e+00,3.887732964868078067e+00
-3.309925907785800092e+00,6.342219633104802412e+00
5.785722821444164055e+00,5.906636348503851330e+00
8.074273193940449955e-01,7.600403737146491423e+00
5.614352385882335206e+00,5.421074501369439247e+00
6.125168062051672635e+00,3.341564695674823060e+00
7.623136249472463710e+00,2.754650907606862376e+00
-3.699794335182677862e+00,6.917667264793212922e+00
7.394866527450965066e+00,3.428337303166206329e+00
5.858574944742503732e+00,4.161137634730153856e+00
2.909749517834743227e+00,6.650827100983624618e+00
-7.319520125687168921e+00,4.613134335758798166e+00
6.648195495534589661e+00,2.093391117026865533e+00
-6.489481668876964093e+00,3.622378430603443888e+00
7.703531397470460007e+00,2.399045585289534266e+00
-7.528228362960613929e+00,5.577656455048869422e-01
7.661049480741909390e-01,7.753721335905129131e+00
-7.280828706986856247e+00,5.324992974542810398e-01
-2.485785548292253733e+00,7.271899662865984659e+00
-4.675354198084699320e+00,5.001886128053421920e+00
8.266024932786999457e+00,1.022820240977305728e+00
4.692277488807458319e+00,5.774927905606856093e+00
6.655487915797119847e+00,2.639849365020705108e+00
4.680738332534650326e+00,6.280889935398063173e+00
6.769782885204683076e+00,2.649095498920044811e+00
3.697715220611915043e+00,5.745870258617212123e+00
1.816607799265472556e+00,6.580498979581379970e+00
